가수,제목,발매일,장르,가사
박재범,몸매 (MOMMAE) (Feat. Ugly Duck),2015.05.22,랩/힙합,no lyrics
NCT DREAM,오르골 (Life Is Still Going On),2021.06.28,랩/힙합,"Don't stop the music 왜 멈춰 있어춤추듯 돌아가 Life is a party so딱히 뭘 안 해도 Tick tock Tick tockLife Is Still Going On 그저 흘러가Hey DJ Play that song 다음 노래It’s like a music box 걱정은 그만해오늘은 즐겨봐 잠시라도Life Is Still Going On 암튼 흘러가야 요즘 왜 그리 풀이 죽어 있어?야 어깨 좀 펴라 옆엔 내가 있어인생이란 게 뜻대로 안 되지 Uh?참 맘이란 게 맘대로 안 되지 Uh?That's right어른이 돼가나 봐사는 게 그런가 봐사람들 다 앞서 나가는 듯한나 혼자 멈춘 듯한That’s a life어쩔 수 없는 듯한 막연한 불안함Tell me if you’re feeling that나도 그래 가끔씩고민 따윈 잠시 던져 놔To the sound of the music마음속의 소릴 들어봐원하는 건 do it 그냥 do itDon't stop the music 왜 멈춰 있어춤추듯 돌아가 Life is a party so딱히 뭘 안 해도 Tick tock Tick tockLife Is Still Going On 그저 흘러가Hey DJ Play that song 다음 노래It’s like a music box 걱정은 그만해오늘은 즐겨봐 잠시라도Life Is Still Going On 암튼 흘러가자 다들 하잖아 괜한 짓 엄한짓두누가 보면은 금방이라도 세상이 망한 줄균형을 잡아가는 중 헛발질 좀 한 것뿐원기옥을 모았다 쏴 tik tik tik boom 태엽을 감아 다시 해도 괜찮아조금 비틀대다 혼자만의 리듬을 찾아잠깐 흔들려도 돼 멀리 돌아가도 돼즐길 수 있으면 돼 결국 행복하면 돼고민 따윈 잠시 던져 놔To the sound of the music마음속의 소릴 들어봐원하는 건 do it 그냥 do itDon't stop the music 왜 멈춰 있어춤추듯 돌아가 Life is a party so딱히 뭘 안 해도 Tick tock Tick tockLife Is Still Going On 그저 흘러가Hey DJ Play that song 다음 노래It’s like a music box 걱정은 그만해오늘은 즐겨봐 잠시라도Life Is Still Going On 암튼 흘러가요즘 왜 그리 풀이 죽어 있어?어깨 좀 펴라 옆엔 내가 있어So let’s go그 어떤 것도 막지 못해언젠가 지나갈 거야 결국에 알게 될 거야So what you waiting for1234Don't stop the music 왜 멈춰 있어춤추듯 돌아가 Life is a party so딱히 뭘 안 해도 Tick tock Tick tockLife Is Still Going On 그저 흘러가Hey DJ Play that song 다음 노래It’s like a music box 걱정은 그만해오늘은 즐겨봐 잠시라도Life Is Still Going On 암튼 흘러가Life Is Still Going OnMy life still goes on
"
제시 (Jessi),ZOOM,2022.04.13,랩/힙합,"Lights Camera ActionI see you lookin at my P I C (I know) 크게 땡겨 땡겨 좀 더 땡겨봐 봐 기똥차지Zoom In, Zoom Out (OK)Zoom In, Zoom Out (OK)Zoom In, Zoom Out (OK)Baby 확 가게 확대 확실하게 Oww~I’m feelin like a million bucks yeahMust be the million bucks yeah오늘따라 빛이나Selfie 찰칵하면 빛이나Always talkin 쉿 know you like that 쫄지마 앙 물지는 않을게 Yea it’s like that, hey hey pretty lil thangDo ya thang, I’ll be right back (Woo) 우린 모두 사진 찍기 위해 살아 나도 그래 네 맘 알아 Aight(Woo) 우린 모두 관심받기 위해 살아 나도 그래 네 맘 알아 Aight!Lights Camera Action Baby I see you lookin at my P I C (I know) 크게 땡겨 땡겨 좀 더 땡겨봐 봐 기똥차지Zoom In, Zoom Out (OK)Zoom In, Zoom Out (OK)Zoom In, Zoom Out (OK)Baby 확 가게 확대 확실하게 Oww~Do you like all my clothes and my bags?옷을 입고 가방 멨을 뿐인데?Why you like it when I’m sad or I’m mad?I don’t give uh, cuz I’ma bad빛이 빛이 나는 Wishlist 항상 일 Pick  물어보지 좀 마 언니 뭐야 립스틱? It’s funny how you always talking money But always playin a dummy Yous a bummy beggin yo mummy for moneyOh He looks good in that louis louisOh She a cutie with a booty bootyScreenshot 저장해 놔둘래? Goddamn 실화냐? 허리둘레? 됐어 다음 다음 난 무덤덤 Eat it up 먹방Watch you chow down 셋, 둘, 하나 CheeseTake a couple pics and a couple of flicks (Woo) 우린 모두 사진 찍기 위해 살아 나도 그래 네 맘 알아 Aight(Woo) 우린 모두 관심받기 위해 살아 나도 그래 네 맘 알아 Aight!Lights Camera Action BabyI see you lookin at my P I C (I know) 크게 땡겨 땡겨 좀 더 땡겨봐 봐 기똥차지Zoom In, Zoom Out (OK)Zoom In, Zoom Out (OK)Zoom In, Zoom Out (OK)Baby 확 가게 확대 확실하게 Oww~Wait... OMG I’m such a catfish
"
코드 쿤스트 (CODE KUNST),"Jumper (Feat. 개코, MINO)",2023.03.16,랩/힙합,On a guest list put your name on itOn a guest list put your name on it무대에서 왼쪽 어딘가네 자리를 기억해 놨다가듣고 싶어 하던 노래의 마지막구간이 되면 가까이 걸어가근처 어딘가로 Point a finger at you각도가 조금 빗나가도넌 알아챌 거야 이 Serenade내 모든 love song에 주제야 babe단어 전부에 너의 체취가 묻어 있네무대 위에 데려가기엔 넌 too shy앵콜 시작되면 대기실로 와But I love you어디로 가 있을까보름도 기다릴 수있으니 true널 한입베어먹으면 라랄라어디로 숨었나I know your every moveso don’t tell me a lie묶을까짜낼까널 한입 베어 먹으면 하나일까왜 안 웃어줬어 기둥 옆에 서서윙크 두 번 했잖아 그게 사인이었어앞머리 내린 거 잘했어 이뻐근데 왜 내가 준 귀걸이 안 했냐It’s OK 밀당 익숙해네 직업 이해해 근데 깍지는 끼지 마라He’s so wack너가 나랑 그렇고 그런 거 얘네는 모르지내가 준 편지만 받는지 모르지나만 악수를 꽉 하는지 모르지나만을 고르지방구석 네 인형과네 립스틱 묻은 흰 수건과너가 앵콜 때 써준 꼬부기 모자네 손때가 묻은 앨범엔 사인내 방구석 네 인형과네 립스틱 묻은 흰 수건과너가 앵콜 때 써준 꼬부기 모자네 손때가 묻은 앨범엔 사인But I love you어디로 가 있을까보름도 기다릴 수있으니 true널 한입베어먹으면 라랄라어디로 숨었나I know your every moveso don’t tell me a lie묶을까짜낼까널 한입 베어 먹으면 하나일까
제니 (JENNIE),SOLO,2018.11.12,랩/힙합,천진난만 청순가련새침한 척 이젠 지쳐 나귀찮아매일 뭐 해 어디야 밥은 잘 자Baby 자기 여보 보고 싶어다 부질없어You got me like이건 아무 감동 없는Love Story어떤 설렘도 어떤 의미도네겐 미안하지만I’m not sorry오늘부터 난 난 난빛이 나는 솔로빛이 나는 솔로I’m going solo lo lo lo lo loI’m going solo lo lo lo lo loUsed to be your girlNow I’m used tobeing the GOATYou’re sittin’ on your feelingsI’m sittin’ on my throneI ain’t got no timefor the troubles in your eyesThis time I’m only lookin’ at memyself and II’m goin' soloI’ma do it on my own nowNow that you’re alonegot you lookin’ for a clone nowSo lowThat’s how I’m gettin’ downDestined for this and the crownSing it loud like이건 아무 감동 없는Love Story어떤 설렘도 어떤 의미도네겐 미안하지만I’m not sorry오늘부터 난 난 난빛이 나는 솔로빛이 나는 솔로I’m going solo lo lo lo lo loI’m going solo lo lo lo lo lo만남 설렘 감동 뒤엔이별 눈물 후회 그리움홀로인 게 좋아 난 나다워야 하니까자유로운 바람처럼구름 위에 별들처럼멀리 가고 싶어 밝게 빛나고 싶어빛이 나는 솔로I’m going solo lo lo lo lo loI’m going solo lo lo lo lo lo
BIG Naughty (서동현),Joker (Feat. JAMIE),2021.02.25,랩/힙합,네가 나를 볼 때너의 눈빛 속에서너도 모르는 것 같은또 다른 네가 나는 보여네가 날 부를 때너의 목소리에서너도 모르는 것 같은속삭임이 나는 들려Baby 너의 걸음걸이 하나 마다알게 모르게 나를 무시하는 듯한Baby 너는 내가 말을 하나마나하게 만들어 나를 가지고 노는 듯한Drop it on me girl너는 남들 앞에만 서면귀여운 강아지가 돼Drop it on me girl무대 위 조명이 꺼지면너는 다른 사람이 돼왕이 돼도 여왕이 돼도나는 너를 절대로 이길 수가 없어너는 조커니까나는 이미 그런 너한테푹 빠져들었으니까밤이 오면 게임은 시작돼밤이 오면 게임은 시작돼이길 수도질 수도없는 그렇고 그런 내일이 시작돼We’re standing on a cliffSingle step you make and I’ll leaveBut don’t take it too deepYou’ll hurt yourselfYou’re too weakI’m sorry babe난 느껴 네가 원하는 게 여기에I know you want me badSo let’s just play the game이 밤이 지나고 나면다 타버릴I got no timeSo why so seriousJust smileTake a little napGood night밤이 오면 게임은 시작돼밤이 오면 게임은 시작돼이길 수도질 수도없는 그렇고 그런 내일이 시작돼Walk awayJust walk away아무렇지 않게I’ll walk awayJust walk away네가 아프지 않게Walk awayJust walk away아무렇지 않게I’ll walk awayJust walk awayAway
다이나믹 듀오,고백(Go Back) (Feat.정인),2005.10.26,랩/힙합,이건 슬픈 자기소개서 친구들아 sing it together 돌아와줘 뜨거운 summer alright alright it's so wonderful world 난 핸들이 고장 난 eight톤 트럭 내 인생은 언제나 삐딱선 세상이란 학교에 입학 전 나는 꿈이라는 보물 찾아 유랑하는 해적선 sun like one piece comes up and down 일출몰의 반복이 서둘러 내방에 달력을 넘긴다 억지로 26번째 미역국을 삼킨다 oh no 벌써 넓어지는 이마 왜이리 크냐 어린 꼬마들의 키가 때론 명예 돈 욕심도 조금 납니다 제발 떠나가지 마라 내 님아 하루를 밤을 새면 이틀은 죽어 이틀을 밤새면 나는 반 죽어 위통약은 내 생활 필수품 위통약은 내 생활 필수품 come on oh 나의 늦은 20대 고백 변해버린 모습 그대로 ok 고백 다 커버린 원숭이들의 고백 oh 나의 늦은 20대 고백 변해버린 모습 그대로 ok 고백 다 커버린 원숭이들의 고백 난 수염 난 피터팬 With my 팅커벨 음악 숲에 숨어 모험을 하는 내 삶이 네버랜드 라고 생각 했던 것도 잠시 세월이란 독약을 마신 후 세상을 보는 내눈이 바뀌어 내 look도 바뀌어 욕심도 살쪄 오토바이를 팔고 자동차를 사고파 시끄러운 클럽 보단 산에 가고파 세 들어 사는 것도 지겨워 집을 사고파 나 자리 잡고파 이제 출세 하고파 하나 둘 나이가 먹어 가니까 이상하게 시간이 점점 빨리 가 나도 이제 어른이야 군대 갔다 오면 곧 서른이야 oh 나의 늦은 20대 고백 변해버린 모습 그대로 ok 고백 다 커버린 원숭이들의 고백 oh 나의 늦은 20대 고백 변해버린 모습 그대로 ok 고백 다 커버린 원숭이들의 고백 이제는 다 커버린 나의 고백 철 없던 때로 I wanna go back 이건 내 이야기 나의 노래 It's alright 내 고백 It's alright 내 노래 이제는 다 커버린 나의 고백 철 없던 때로 I wanna go back 이건 내 이야기 내 노래 It's alright 내 고백 It's alright 내 노래 oh 나의 늦은 20대 고백 변해버린 모습 그대로 ok 고백 다 커버린 원숭이들의 고백 oh 나의 늦은 20대 고백 변해버린 모습 그대로 ok 고백 다 커버린 원숭이들의 고백 I wanna go back 이건 내 노래 다 커버린 원숭이가 부르는 노래 I wanna go back 이건 내 노래 다 커버린 원숭이가 부르는 노래 d d double dynamite 사람들은 변하나 봐 d d double dynamite 우리들도 변했잖아 d d double dynamite 사람들은 변하나 봐 d d double dynamite 우리들도 변했잖아 Good Night 
BLACKPINK,붐바야,2016.08.08,랩/힙합,BLACKPINK in your areaBLACKPINK in your areaBeen a bad girl I know I amAnd I'm so hot I need a fanI don't want a boy I need a manClick-ClackBadda bing badda booom문을 박차면 모두 날 바라봄굳이 애써 노력 안 해도 모든 남자들은 코피가 팡팡팡 팡팡 파라파라 팡팡팡지금 날 위한 축배를 짠짠짠Hands up내 손엔 bottle full o' henny네가 말로만 듣던 걔가 나야 Jennie춤추는 불빛은 날 감싸고 도네Black to the pink 어디서든 특별해 Oh yes 쳐다 보든 말든 I wanna dance Like 따라다라단딴 따라다라단딴 뚜두룹바우좋아 이 분위기가 좋아 좋아 난 지금 네가 좋아 정말 반했어 오늘 밤 너와 춤추고 싶어BOOMBAYAHYAH YAH YAH BOOMBAYAH YAH YAH YAH BOOMBAYAH YAH YAH YAH YAHBOOM BOOM BA BOOM BOOM BA 오빠 YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH 오빠 YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH BOOM BOOM BA BOOMBAYAH BLACKPINK in your area이제 달려야지 뭘 어떡해난 철 없어 겁 없어 manMiddle finger up F U pay me90's baby I pump up the jam달려봐 달려봐 오빠야 LAMBO오늘은 너와 나 젊음을 GAMBLE감히 날 막지마 혹시나 누가 날 막아도I'm gonna go Brrrr RAMBO네 손이 내 허리를 감싸고 도네Front to my back 내 몸매는 특별해 Oh yes 네 눈빛은 I know you wanna touchLike Touch touch touch touch 뚜두룹바우좋아 이 분위기가 좋아좋아 난 지금 네가 좋아 정말 멋있어 오늘 밤 너와 춤추고 싶어BOOMBAYAH YAH YAH YAH BOOMBAYAH YAH YAH YAH BOOMBAYAH YAH YAH YAH YAHBOOM BOOM BA BOOM BOOM BA 오빠 YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH 오빠 YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH YAH BOOM BOOM BA BOOMBAYAH오늘은 맨 정신 따윈 버리고하늘을 넘어서 올라 갈 거야끝을 모르게 빨리 달리고 싶어Let's go let's go오늘은 맨 정신 따윈 버리고하늘을 넘어서 올라 갈 거야끝을 모르게 빨리 달리고 싶어Let's go let's go
듀스,여름안에서,1996,랩/힙합,언제나 꿈꿔 온 순간이 여기 지금 내게 시작되고 있어그렇게 너를 사랑했던 내 마음을 넌 받아 주었어오 내 기분만큼 밝은 태양과시원한 바람들이 내게 다가와나는 이렇게 행복을 느껴하늘은 우릴 향해 열려 있어  그리고 내 곁에는 네가 있어환한 미소와 함께 서 있는그래 너는 푸른 바다야같은 시간 속에 이렇게 함께 있는 것만으로도 난 좋아행복한 미소에 네 얼굴 나 더이상 무얼 바라겠니저 파란 하늘 아래서 너와 나 여기 이렇게 사랑하고 있어나는 이렇게 오 행복을 느껴하늘은 우릴 향해 열려 있어  그리고 내 곁에는 네가 있어환한 미소와 함께 서 있는그래 너는 푸른 바다야더이상 슬픔은 없는 거야지금 행복한 너와 나태양 아래 우린 서로가사랑하는걸 알아하늘은 우릴 향해 열려 있어  그리고 내 곁에는 니가 있어환한 미소와 함께 서 있는그래 너는 푸른 바다야하늘은 우릴 향해 열려 있어  그리고 내 곁에는 네가 있어환한 미소와 함께 서 있는그래 너는 푸른 바다야너는 푸른 바다야난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해난 너를 사랑해 난 너를 사랑해너는 푸른 바다야 원 투 쓰리 포
방탄소년단,IDOL,2018.08.24,랩/힙합,You can call me artistYou can call me idol아님 어떤 다른 뭐라 해도I don't careI'm proud of it난 자유롭네No more irony나는 항상 나였기에손가락질 해 나는 전혀 신경 쓰지 않네나를 욕하는 너의 그 이유가 뭐든 간에I know what I amI know what I wantI never gon' changeI never gon' tradeTrade off뭘 어쩌고 저쩌고 떠들어대셔I do what I do 그니까 넌 너나 잘하셔You can't stop me lovin' myself얼쑤 좋다You can't stop me lovin' myself지화자 좋다You can't stop me lovin' myselfOHOHOHOHOHOHOHOHOHOHOHOHOHOH덩기덕 쿵더러러 얼쑤OHOHOHOHOHOHOHOHOHOHOHOHOHOH덩기덕 쿵더러러 얼쑤Face off 마치 오우삼 ayTop star with that spotlight ay때론 슈퍼히어로가 돼돌려대 너의 Anpanman24시간이 적지헷갈림 내겐 사치 I do my thangI love myselfI love myself I love my fansLove my dance and my what내 속안엔 몇 십 몇 백명의 내가 있어오늘 또 다른 날 맞이해어차피 전부 다 나이기에고민보다는 걍 달리네Runnin' manRunnin' manRunnin' man뭘 어쩌고 저쩌고 떠들어대셔I do what I do 그니까 넌 너나 잘하셔You can't stop me lovin' myself얼쑤 좋다You can't stop me lovin' myself지화자 좋다You can't stop me lovin' myselfOHOHOHOHOHOHOHOHOHOHOHOHOHOH덩기덕 쿵더러러얼쑤OHOHOHOHOHOHOHOHOHOHOHOHOHOH덩기덕 쿵더러러얼쑤I'm so fine wherever I go가끔 멀리 돌아가도It's okay I'm in love with my-my myselfIt's okay 난 이 순간 행복해얼쑤 좋다You can't stop me lovin' myself지화자 좋다You can't stop me lovin' myselfOHOHOHOHOHOHOHOHOHOHOHOHOHOH덩기덕 쿵더러러 얼쑤OHOHOHOHOHOHOHOHOHOHOHOHOHOH덩기덕 쿵더러러얼쑤
한요한,400km (Feat. Kid Milli),2020.03.28,랩/힙합,반쯤 미쳐가는 나망가져 나의 삶넌 내게서 나를 지워가고또 나를 부셔버려라추락한 나를 봐눈앞에서 멀어지는 너의 속도는 400km로너의 속도는 400km로너의 속도는 400km로눈앞에서 점이 되어버려부질없는 것이 되어버렸어대체 누가 쉽다고 말을 해내 기억 영혼까지 전부 가져가죠 왜내 숨이 나를 턱 끝까지 몰고 가네 왜사라지는 나를 보는 기분이란 건 어때사라지는 너의 속도어림잡아 400킬로 정도 돼 보여뒤돌지 말고 가지금 난 좀 사이코야이럴수록 니가 필요하면넌 다 알잖아 또 숨을 참는 나곧 죽어가는 난난 너를 지켜줄게 나를 지나갈 동안조금씩 멀어지는 상태두 눈을 감고 뜨면 사라질 것 같애수많은 기억들을 돌고 돌아 너는 다시우릴 마주칠 수 있나반쯤 미쳐가는 나망가져 나의 삶넌 내게서 나를 지워가고또 나를 부셔버려라추락한 나를 봐눈앞에서 멀어지는 너의 속도는 400km로너의 속도는 400km로너의 속도는 400km로잘못된 길에 빠진 듯이 괜히 왔어 제자리로다 알면서 왜 다시 여기어제의 너는 너가 아닌 듯이 분홍빛의 환상인 듯그래 원래 이게 나였었지변하는 건 없어 별다를 것 없고못 꺼낸 말은 많아도 지나쳐 버린 후고우리는 뭐 옆자리에서 반대 자리 다른 종점400km로 가장 너와 가까울 마지막일 걸 지금이난 너가 지나간 길을 걍 멍히보고 있을 수 밖에 죽여 찬 공긴 날쟤넨 내 아픔도 다 남의 거라 하니까난 입을 꾹 닫네 너의 등 앞에원하는 건 없어사랑은 더 없고다친 나의 마음에 비해너무 빠른 너의 발걸음원하는 건 없어사랑은 더 없고다친 나의 마음에 비해너무 빠른 너의 발걸음반쯤 미쳐가는 나망가져 나의 삶넌 내게서 나를 지워가고또 나를 부셔버려라추락한 나를 봐눈앞에서 멀어지는 너의 속도는 400km로너의 속도는 400km로너의 속도는 400km로너의 속도는 400km로너의 속도는 400km로
싸이 (PSY),강남스타일,2012.07.15,랩/힙합,오빤 강남스타일강남스타일낮에는 따사로운 인간적인 여자커피 한잔의 여유를 아는 품격 있는 여자밤이 오면 심장이 뜨거워지는 여자그런 반전 있는 여자나는 사나이낮에는 너만큼 따사로운 그런 사나이커피 식기도 전에 원샷 때리는 사나이밤이 오면 심장이 터져버리는 사나이그런 사나이아름다워 사랑스러워그래 너 hey 그래 바로 너 hey아름다워 사랑스러워그래 너 hey 그래 바로 너 hey지금부터 갈 데까지 가볼까오빤 강남스타일강남스타일오빤 강남스타일강남스타일오빤 강남스타일Eh- Sexy Lady오빤 강남스타일Eh- Sexy Lady오오오오정숙해 보이지만 놀 땐 노는 여자이때다 싶으면 묶었던 머리 푸는 여자가렸지만 웬만한 노출보다 야한 여자그런 감각적인 여자나는 사나이점잖아 보이지만 놀 땐 노는 사나이때가 되면 완전 미쳐버리는 사나이근육보다 사상이 울퉁불퉁한 사나이그런 사나이아름다워 사랑스러워그래 너 hey 그래 바로 너 hey아름다워 사랑스러워그래 너 hey 그래 바로 너 hey지금부터 갈 데까지 가볼까오빤 강남스타일강남스타일오빤 강남스타일강남스타일오빤 강남스타일Eh- Sexy Lady오빤 강남스타일Eh- Sexy Lady오오오오뛰는 놈 그 위에 나는 놈baby baby나는 뭘 좀 아는 놈뛰는 놈 그 위에 나는 놈baby baby나는 뭘 좀 아는 놈You know what I’m saying오빤 강남스타일Eh- Sexy Lady오빤 강남스타일Eh- Sexy Lady오빤 강남스타일
G-DRAGON,니가 뭔데 (Who You?),2013.09.05,랩/힙합,Baby I love you 이렇게 말하지만내 마음은 왠지 하나도 좋지 않아I want you I need you 노래 부르지만I don’t know why I feel bad 니가 뭔데축하해 그새 다른 남자를 또 만나잘됐음 해 아직 좀 이르다만난 네가 좋아하면 그 뿐이라고 but 자꾸 화가나 baby 대체 니가 뭔데Du du du du du du du du du du du du du oh oh oh oh ohDu du du du du du du du du du du du du oh oh oh oh ohBaby I miss you 왜 자꾸 너만 생각나 다른 사람 못 만나 원하지 않아널 사랑하는지도 미워하는지도 구분이 안가 매일 헷갈려 아직도I don’t know why I feel bad 니가 뭔데눈 앞에 알짱거려 그 놈과 팔짱 걸며 이건 경우가 아니지 장난쳐 누구 놀려어머 엔간히 좀 해라 에라이 거리에서 핀 한 쌍의 더러운 개나리내가 너에게 못 사준 비싼 백에 구두 대신 사버린 눈물 젖은 베개 왜 넌 행복하고 난 불행해야 하는 건데 대체 니가 뭔데Du du du du du du du du du du du du du oh oh oh oh ohDu du du du du du du du du du du du du oh oh oh oh ohBaby I just want you backI want you back I want you backBaby I know it’s too late it just too late it just too lateBaby I just want you back I want you back I want you backBaby I know it’s too late it just too late it just too late싸워라 빌어 헤어져라 빌어 내게로 다시 돌아와 달라고 늘 빌어동네마다 거리마다 애써 찾아 다니며 걔네 요즘 안 좋던데 라고 일러구차하고 찌질해 나 원래 찌질해 몰랐어 너도 마찬가지야 나쁜 기집애내가 더 잘할게 한번 만나 줄래 귀찮게 안 할게 제발 돌아와줄래Baby I hate you Baby I loved youMa baby hate youBaby love you du du du du du니가 뭔데
DPR LIVE,Martini Blue,2017.12.07,랩/힙합,blueMARTINI BLUE너란 파도 속에 헤엄치고 있잖아mmm baby you’re myblueMARTINI BLUE너란 바닷속에 헤어 나오지 못하게더 감싸 안아줘my babymy ladymy babymy ladyyeah you’re myblueMARTINI BLUEyou got me moving onthat martini blue yeaheverything you do yeah눈빛만 보면 알아 girlyou wanna MMMM그럼 나는 고갤 끄떡거려cause you MMMMgirl whats your flavorflavour MMMM전화기는 꺼놔I don’t want that BRRRR20/20 focused on you baby바닐라 아이스크림 그 위 체리파스텔 색 lake그 위 ferry파란 ocean 그 위 도시 베니스내가 블루 네가 베리그게 우리 둘의 케미yeah yeahfaisons l’amour parisyeah yeah yeahso in love withthe way you moveI’m so into youinto youyou got meI got youour love’s deeplike the blueinto youinto youyou got meI got youyou’re my martiniblueMARTINI BLUE너란 파도 속에 헤엄치고 있잖아mmm baby you’re myblueMARTINI BLUE너란 바닷속에 헤어 나오지 못하게더 감싸 안아줘my babymy ladymy babymy ladyyeah you’re myblueMARTINI BLUEyou got me moving onthat martini blue yeaheverything you do yeah눈빛 만 보면 알지 girlI wanna MMMM그럼 넌 머리를 쓸어 넘겨cause I’m MMMMgirl guess my flavorflavour MMMM전화기는 이미 껐어you don’t want that BRRRR허나 내가 원하는 건지금 그것뿐만은 아니야너가 힘들어할 때면꽉 안고 싶단 말이야깊고 험한 바닷속에 사는your my Arielyeah waitneed you closeyeah hear my noteI’ve been really lookingforward to this like ohCOMING TO YOU LIVEgirl you got me like oh아름다움에 깊이 빠져있어like oh like oh oh가라앉고 있는 나를 와서 구해줘you’re my martini blueblueMARTINI BLUE너란 파도 속에 헤엄치고 있잖아mmm baby you’re myblueMARTINI BLUE너란 바닷속에 헤어 나오지 못하게더 감싸 안아줘my babymy ladymy babymy ladyyeah you’re myblueMARTINI BLUEyou got me moving onthat martini blue yeaheverything you do yeah
리쌍,눈물 (Feat. 유진 Of 더 씨야),2013.01.25,랩/힙합,네가 떠나고 늘 슬프다 아무리 슬퍼해도 슬픔이 모자라 맘 놓고 아파할 곳을 찾아 숨는다 불 꺼진 집 안에 멈춰진 차 안에 너의 집 앞에 사랑 잃은 삶은 가난 남아 있는 것은 그저 텅 빈 내 맘 너와 난 마치 더 이상 함께 할 수 없는 낮과 밤 우리가 나눠가진 것은 그리움 하나 술에 취해 불쑥 찾아와 오늘은 오빠랑 잘 거라며 떼를 쓰고 베렛나루 만지며 내 품에 누워 보고 싶었다며 말을 하고 왜 오빠는 매일 바쁘냐묻고 소리 없이 울고 그냥 해 본 말이라며 자긴 항상 나를 믿는다고 내 옆을 항상 지켜주던 너와의 모든 것이 다 이제는 그리움이 되고 좁은 골목길 사이 혼자 눈물 누가 볼까 봐 몰래 훔친 눈물 약해지지 않으려 발버둥을 치려다 내 눈물 집 앞 계단길 앞에 혼자 눈물 네가 알까 봐 몰래 훔친 눈물 약해지지 않으려 발버둥을 치려다 내 눈물 우린 고운 정보단 미운 정이 더 많아 맨날 싸우고 며칠 동안 안 봐 그렇게 우린 서로 원했던 게 많아 사랑했으니까 없으면 죽고 못 살았으니까 네 몸에 난 점 먹지 못하는 거 너와 싸우고 화해 키스하고 푼 적 운전할 때도 손을 꼭 잡았었던 그 모든 것이 다시 생각 나 잠시라도 곁에 없으면 불안해 너를 보내고 툭하면 멍해 변해 가는 세상이 싫어 너의 기억을 억지로 꺼내 이름 얼굴 웃음 향기 네가 내게 남긴 추억이 너무 많아 네가 내게 남긴 영혼은 아직 남아 살아 숨 쉬어 이렇게 나를 찾아와 사랑이란 두 글자로 다 부숴 좁은 골목길 사이 혼자 눈물 누가 볼까 봐 몰래 훔친 눈물 약해지지 않으려 발버둥을 치려다 내 눈물 집 앞 계단길 앞에 혼자 눈물 네가 알까 봐 몰래 훔친 눈물 약해지지 않으려 발버둥을 치려다 내 눈물 눈물 눈물 또 다시 눈물 눈물 눈물 소리 없이 또  i don't wanna know 내 기억을 다 번지게 해 좁은 골목길 사이 혼자 눈물 누가 볼까 봐 몰래 훔친 눈물 약해지지 않으려 발버둥을 치려다 내 눈물집 앞 계단길 앞에 혼자 눈물네가 알까 봐 몰래 훔친 눈물약해지지 않으려 발버둥을 치려다 내 눈물 
